Variable,Type,NumUniqueValues,Variable_Type,Code,Description,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
c88311_claim_cnt,numerical,6,,88309,"LEVEL VI - SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION BONE RESECTION BREAST, MASTECTOMY - WITH REGIONAL LYMPH NODES COLON, SEGMENTAL RESECTION FOR TUMOR COLON, TOTAL RESECTION ESOPHAGUS, PARTIAL/TOTAL RESECTION EXTREMITY, DISARTICULATION FETUS, WITH DISSECTION LARYNX, PARTIAL/TOTAL RESECTION - WITH REGIONAL LYMPH NODES LUNG - TOTAL/LOBE/SEGMENT RESECTION PANCREAS, TOTAL/SUBTOTAL RESECTION PROSTATE, RADICAL RESECTION SMALL INTESTINE, RESECTION FOR TUMOR SOFT TISSUE TUMOR, EXTENSIVE RESECTION STOMACH - SUBTOTAL/TOTAL RESECTION FOR TUMOR TESTIS, TUMOR TONGUE/TONSIL -RESECTION FOR TUMOR URINARY BLADDER, PARTIAL/TOTAL RESECTION UTERUS, WITH OR WITHOUT TUBES AND OVARIES, NEOPLASTIC VULVA, TOTAL/SUBTOTAL RESECTION",6,70883,0,0.0,1170,43,1127.0,0.03675213675213675,0.0027838870970376024,0.01650607338854168,0.013844172569220863,0.016628059666258466,0.02048446030783121,0.016419832582099163,0.020670729008365668,0.20751810701311893,-0.00448,0.00448,0.23334000000000002,0.4552368869936034,0.8302286123323834,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,16
c88311_flag,numerical,2,,88309,"LEVEL VI - SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION BONE RESECTION BREAST, MASTECTOMY - WITH REGIONAL LYMPH NODES COLON, SEGMENTAL RESECTION FOR TUMOR COLON, TOTAL RESECTION ESOPHAGUS, PARTIAL/TOTAL RESECTION EXTREMITY, DISARTICULATION FETUS, WITH DISSECTION LARYNX, PARTIAL/TOTAL RESECTION - WITH REGIONAL LYMPH NODES LUNG - TOTAL/LOBE/SEGMENT RESECTION PANCREAS, TOTAL/SUBTOTAL RESECTION PROSTATE, RADICAL RESECTION SMALL INTESTINE, RESECTION FOR TUMOR SOFT TISSUE TUMOR, EXTENSIVE RESECTION STOMACH - SUBTOTAL/TOTAL RESECTION FOR TUMOR TESTIS, TUMOR TONGUE/TONSIL -RESECTION FOR TUMOR URINARY BLADDER, PARTIAL/TOTAL RESECTION UTERUS, WITH OR WITHOUT TUBES AND OVARIES, NEOPLASTIC VULVA, TOTAL/SUBTOTAL RESECTION",2,70883,0,0.0,1170,43,1127.0,0.03675213675213675,0.0027838870970376024,0.01650607338854168,0.013844172569220863,0.016628059666258466,0.01650607338854168,0.013844172569220863,0.016628059666258466,0.16865834965753534,-0.00447,0.00447,0.23376,0.4557846186621219,0.8302286123323834,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c88311_index_max_dd,numerical,360,Date_Difference,88311,DECALCIFICATION PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR SURGICAL PATHOLOGY EXAMINATION),360,1170,69713,0.9834939266114584,582,30,552.0,0.05154639175257732,0.0015143692933915211,0.008210713429172015,0.009658725048293626,0.008144355754902105,133.33931623931625,253.18604651162792,128.76663708961846,0.933103700627222,0.10632,0.10632,0.00027,0.0023528571428571426,2.4038461538461537,0.0,0.0,0.0,229.0,444.5,592.8000000000002,730,0.0,0.0,0.0,0.0,196.5,493.4,730
c88311_index_min_dd,numerical,370,Date_Difference,88311,DECALCIFICATION PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR SURGICAL PATHOLOGY EXAMINATION),370,1170,69713,0.9834939266114584,595,30,565.0,0.050420168067226885,0.0013225638136565073,0.008394114244600256,0.009658725048293626,0.008336161234637119,141.05811965811967,257.93023255813955,136.59893522626442,0.8601511038566506,0.10085,0.10085,0.00055,0.004323453608247423,2.2954390742001363,0.0,0.0,0.0,229.0,444.5,613.8000000000002,730,0.0,0.0,0.0,1.0,212.0,512.1999999999998,730
c88311_max_min_dd,numerical,54,Date_Difference,88311,DECALCIFICATION PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR SURGICAL PATHOLOGY EXAMINATION),54,1170,69713,0.9834939266114584,56,3,53.0,0.05357142857142857,0.00018389631821738508,0.0007900342818447301,0.0009658725048293627,0.0007819761866119776,7.718803418803419,4.744186046511628,7.832298136645963,0.4000765303351978,0.01898,0.01898,0.51661,0.7324111403780601,1.5198113207547168,0.0,0.0,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0.0,694
c88312_claim_cnt,numerical,7,,88311,DECALCIFICATION PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR SURGICAL PATHOLOGY EXAMINATION),7,70883,0,0.0,1321,42,1279.0,0.03179409538228615,0.0053484932847798535,0.018636344398515862,0.013522215067611077,0.018870708352390932,0.023277795804353654,0.015775917578879587,0.02362158254275049,0.33704501189943115,-0.00812,0.00812,0.03067,0.1134318916734034,0.7126865595469699,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,6
c88312_flag,numerical,2,,88311,DECALCIFICATION PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR SURGICAL PATHOLOGY EXAMINATION),2,70883,0,0.0,1321,42,1279.0,0.03179409538228615,0.0053484932847798535,0.018636344398515862,0.013522215067611077,0.018870708352390932,0.018636344398515862,0.013522215067611077,0.018870708352390932,0.2869926188531797,-0.0081,0.0081,0.031139999999999998,0.11455888263665595,0.7126865595469699,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c88312_index_max_dd,numerical,574,Date_Difference,88312,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP I FOR MICROORGANISMS (EG, ACID FAST, METHENAMINE SILVER)",574,1321,69562,0.981363655601484,1232,41,1191.0,0.033279220779220776,0.00437207523126032,0.017380754200584058,0.013200257566001287,0.01757233279726161,264.38834216502653,341.14285714285717,261.8678655199374,0.29984299222027616,0.06639,0.06639,0.01581,0.06879895437262358,3.029387069689337,0.0,49.8,158.5,341.5,523.25,615.3,722,0.0,6.800000000000012,53.5,212.0,453.5,609.2,728
c88312_index_min_dd,numerical,568,Date_Difference,88312,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP I FOR MICROORGANISMS (EG, ACID FAST, METHENAMINE SILVER)",568,1321,69562,0.981363655601484,1237,41,1196.0,0.033144704931285365,0.0044458465696199405,0.01745129297574877,0.013200257566001287,0.017646104135621232,278.94095382286145,345.0476190476191,276.7701329163409,0.24477397526444625,0.05729,0.05729,0.03734,0.1314080769230769,2.845317725752508,0.0,51.40000000000001,185.75,341.5,524.0,615.3,722,0.0,7.800000000000012,58.0,230.0,479.5,622.0,728
c88312_max_min_dd,numerical,74,Date_Difference,88312,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP I FOR MICROORGANISMS (EG, ACID FAST, METHENAMINE SILVER)",74,1321,69562,0.981363655601484,86,2,84.0,0.02325581395348837,0.0005954434812220497,0.0012132669328329786,0.000643915003219575,0.0012393584844416247,14.552611657834973,3.9047619047619047,14.902267396403438,0.7557066559747434,-0.01369,0.01369,0.61905,0.8007220101781171,0.7113095238095238,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,645
c88313_claim_cnt,numerical,14,,88312,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP I FOR MICROORGANISMS (EG, ACID FAST, METHENAMINE SILVER)",14,70883,0,0.0,1360,48,1312.0,0.035294117647058816,0.003903639108294624,0.019186546844800586,0.0154539600772698,0.019357599185564425,0.0259723770156455,0.025756600128782996,0.02598226537025835,0.008688663395707353,-0.00585,0.00585,0.1195,0.3003914835164835,0.7951753896217837,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,13
c88313_flag,numerical,2,,88312,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP I FOR MICROORGANISMS (EG, ACID FAST, METHENAMINE SILVER)",2,70883,0,0.0,1360,48,1312.0,0.035294117647058816,0.003903639108294624,0.019186546844800586,0.0154539600772698,0.019357599185564425,0.019186546844800586,0.0154539600772698,0.019357599185564425,0.20345709625974104,-0.0058200000000000005,0.0058200000000000005,0.12095999999999998,0.3024944050218341,0.7951753896217837,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c88313_index_max_dd,numerical,529,Date_Difference,88313,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP II, ALL OTHER (EG, IRON, TRICHROME), EXCEPT STAIN FOR MICROORGANISMS, STAINS FOR ENZYME CONSTITUENTS, OR IMMUNOCYTOCHEMISTRY AND IMMUNOHISTOCHEMISTRY",529,1360,69523,0.9808134531551994,1093,42,1051.0,0.0384263494967978,0.0019845202555811587,0.015419776251005178,0.013522215067611077,0.015506735323192234,219.66544117647058,266.9166666666667,217.93673780487805,0.22297512343983175,0.045919999999999996,0.045919999999999996,0.0905,0.24723016109785206,1.7383444338725025,0.0,0.0,54.25,241.5,414.0,577.9000000000002,710,0.0,0.0,10.75,137.5,386.75,585.0,730
c88313_index_min_dd,numerical,545,Date_Difference,88313,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP II, ALL OTHER (EG, IRON, TRICHROME), EXCEPT STAIN FOR MICROORGANISMS, STAINS FOR ENZYME CONSTITUENTS, OR IMMUNOCYTOCHEMISTRY AND IMMUNOHISTOCHEMISTRY",545,1360,69523,0.9808134531551994,1108,42,1066.0,0.03790613718411552,0.0022058342706600207,0.0156313925764993,0.013522215067611077,0.015728049338271096,241.81691176470588,298.7916666666667,239.73246951219508,0.24423104539494614,0.04873,0.04873,0.0724,0.2112436224489796,1.6153846153846154,0.0,0.0,72.0,318.0,491.5,620.0,726,0.0,0.0,14.0,163.5,434.0,616.9000000000002,730
c88313_max_min_dd,numerical,118,Date_Difference,88313,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP II, ALL OTHER (EG, IRON, TRICHROME), EXCEPT STAIN FOR MICROORGANISMS, STAINS FOR ENZYME CONSTITUENTS, OR IMMUNOCYTOCHEMISTRY AND IMMUNOHISTOCHEMISTRY",118,1360,69523,0.9808134531551994,138,4,134.0,0.028985507246376805,0.0006892418615986799,0.0019468701945459421,0.00128783000643915,0.00197707186803783,22.15147058823529,31.875,21.795731707317074,0.4550157630634262,-0.00908,0.00908,0.73783,0.8733692755498059,0.7991858887381276,0.0,0.0,0.0,0.0,0.0,0.0,596,0.0,0.0,0.0,0.0,0.0,1.0,677
c88321_claim_cnt,numerical,6,,88313,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP II, ALL OTHER (EG, IRON, TRICHROME), EXCEPT STAIN FOR MICROORGANISMS, STAINS FOR ENZYME CONSTITUENTS, OR IMMUNOCYTOCHEMISTRY AND IMMUNOHISTOCHEMISTRY",6,70883,0,0.0,1736,39,1697.0,0.022465437788018437,0.012481649676473493,0.024491062737186632,0.012556342562781712,0.025037992239255204,0.028935005572563236,0.014810045074050225,0.029582306682207824,0.5105325302637911,-0.01652,0.01652,1e-05,0.000119140625,0.4951525534906053,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,5
c88321_flag,numerical,2,,88313,"SPECIAL STAIN INCLUDING INTERPRETATION AND REPORT; GROUP II, ALL OTHER (EG, IRON, TRICHROME), EXCEPT STAIN FOR MICROORGANISMS, STAINS FOR ENZYME CONSTITUENTS, OR IMMUNOCYTOCHEMISTRY AND IMMUNOHISTOCHEMISTRY",2,70883,0,0.0,1736,39,1697.0,0.022465437788018437,0.012481649676473493,0.024491062737186632,0.012556342562781712,0.025037992239255204,0.024491062737186632,0.012556342562781712,0.025037992239255204,0.5096409988579899,-0.01653,0.01653,1e-05,0.000119140625,0.4951525534906053,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c88321_index_max_dd,numerical,395,Date_Difference,88321,CONSULTATION AND REPORT ON REFERRED SLIDES PREPARED ELSEWHERE,395,1736,69147,0.9755089372628134,1404,34,1370.0,0.02421652421652421,0.009266791655803248,0.01980728806625002,0.010946555054732776,0.020213346710536026,97.52822580645163,209.3076923076923,94.95934001178551,1.1724641902420676,0.05732,0.05732,0.016919999999999998,0.07214259086672879,1.6230656934306569,0.0,0.0,6.0,156.0,379.5,552.4000000000002,688,0.0,0.0,5.0,28.0,89.0,350.40000000000015,730
c88321_index_min_dd,numerical,397,Date_Difference,88321,CONSULTATION AND REPORT ON REFERRED SLIDES PREPARED ELSEWHERE,397,1736,69147,0.9755089372628134,1418,36,1382.0,0.025387870239774332,0.008799927864646763,0.0200047966367112,0.01159047005795235,0.020390397922599116,101.14746543778799,214.05128205128204,98.55274012964054,1.141882709781594,0.06479,0.06479,0.00692,0.035732505643340864,2.7351664254703327,0.0,1.0,10.0,156.0,393.0,552.4000000000002,688,0.0,0.0,5.0,30.0,94.0,357.8000000000001,730
c88321_max_min_dd,numerical,54,Date_Difference,88321,CONSULTATION AND REPORT ON REFERRED SLIDES PREPARED ELSEWHERE,54,1736,69147,0.9755089372628134,89,5,84.0,0.05617977528089888,0.0003704290236073128,0.0012555901979318033,0.0016097875080489374,0.0012393584844416247,3.6192396313364057,4.743589743589744,3.593400117855038,0.3177986933432196,0.05247,0.05247,0.02882,0.10877411376751854,2.8238795518207285,0.0,0.0,0.0,0.0,0.0,1.8000000000000114,133,0.0,0.0,0.0,0.0,0.0,0.0,671
c88341_claim_cnt,numerical,7,,88321,CONSULTATION AND REPORT ON REFERRED SLIDES PREPARED ELSEWHERE,7,70883,0,0.0,3594,119,3475.0,0.03311074012242626,0.012958137468371551,0.050703271588392135,0.03831294269156471,0.05127108015993626,0.06712469844673617,0.0463618802318094,0.06807619103825782,0.3234921170436073,-0.01222,0.01222,0.00114,0.007974770642201834,0.7371933534524908,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,6
c88341_flag,numerical,2,,88321,CONSULTATION AND REPORT ON REFERRED SLIDES PREPARED ELSEWHERE,2,70883,0,0.0,3594,119,3475.0,0.03311074012242626,0.012958137468371551,0.050703271588392135,0.03831294269156471,0.05127108015993626,0.050703271588392135,0.03831294269156471,0.05127108015993626,0.2555680740597052,-0.01209,0.01209,0.0012900000000000001,0.008848200899550225,0.7371933534524908,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c88341_index_max_dd,numerical,360,Date_Difference,88341,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH ADDITIONAL SINGLE ANTIBODY STAIN PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",360,3594,67289,0.9492967284116078,1225,50,1175.0,0.040816326530612235,0.0012383894340214467,0.01728199991535347,0.016097875080489377,0.017336264514510823,41.439899833055094,78.76470588235293,40.16172661870504,0.9315413265756912,0.04496,0.04496,0.00703,0.03609680134680135,1.4184397163120568,0.0,0.0,0.0,0.0,111.5,327.00000000000006,663,0.0,0.0,0.0,0.0,18.5,131.0,730
c88341_index_min_dd,numerical,382,Date_Difference,88341,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH ADDITIONAL SINGLE ANTIBODY STAIN PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",382,3594,67289,0.9492967284116078,1328,52,1276.0,0.0391566265060241,0.0020846554656662078,0.018735098683746454,0.01674179008370895,0.01882644554937516,46.050361713967725,86.48739495798321,44.665611510791365,0.90817491742973,0.04239,0.04239,0.011040000000000001,0.051856262833675566,1.337528657652178,0.0,0.0,0.0,0.0,133.5,335.4,663,0.0,0.0,0.0,0.0,24.0,150.5999999999999,730
c88341_max_min_dd,numerical,101,Date_Difference,88341,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH ADDITIONAL SINGLE ANTIBODY STAIN PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",101,3594,67289,0.9492967284116078,176,3,173.0,0.017045454545454544,0.0015866158024135074,0.002482964885797723,0.0009658725048293627,0.00255248830724287,4.6104618809126325,7.722689075630252,4.503884892086331,0.6981522169979995,-0.019540000000000002,0.019540000000000002,0.24159,0.4653786315789474,0.4936216862666932,0.0,0.0,0.0,0.0,0.0,0.0,487,0.0,0.0,0.0,0.0,0.0,0.0,723
c88342_claim_cnt,numerical,11,,88341,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH ADDITIONAL SINGLE ANTIBODY STAIN PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",11,70883,0,0.0,6328,199,6129.0,0.031447534766118834,0.02635936374087512,0.08927387384845449,0.06406954282034771,0.09042890656122284,0.12076238308198015,0.08145524790727622,0.12256370155067353,0.3404077709818844,-0.01908,0.01908,0.0,0.0,0.6885530636100808,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,13
c88342_flag,numerical,2,,88341,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH ADDITIONAL SINGLE ANTIBODY STAIN PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",2,70883,0,0.0,6328,199,6129.0,0.031447534766118834,0.02635936374087512,0.08927387384845449,0.06406954282034771,0.09042890656122284,0.08927387384845449,0.06406954282034771,0.09042890656122284,0.2952640297162534,-0.01892,0.01892,0.0,0.0,0.6885530636100808,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c88342_index_max_dd,numerical,675,Date_Difference,88342,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; INITIAL SINGLE ANTIBODY STAIN PROCEDURE",675,6328,64555,0.9107261261515456,3193,118,3075.0,0.03695584090197307,0.007378387901211696,0.04504606182018255,0.037990985189954925,0.04536937309116662,101.72819216182049,166.86432160804017,99.61331375428291,0.6610852549780906,0.053810000000000004,0.053810000000000004,2e-05,0.0002270471464019851,1.4468413128575732,0.0,0.0,0.0,30.0,309.5,487.8000000000005,730,0.0,0.0,0.0,1.0,102.0,399.0,730
c88342_index_min_dd,numerical,688,Date_Difference,88342,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; INITIAL SINGLE ANTIBODY STAIN PROCEDURE",688,6328,64555,0.9107261261515456,3451,123,3328.0,0.03564184294407418,0.009501430114159557,0.048685862618681484,0.03960077269800386,0.04910220281216342,114.12626422250315,181.29648241206033,111.94534181758851,0.6076702945367879,0.05219,0.05219,2.9999999999999997e-05,0.0003315217391304348,1.3621386323380569,0.0,0.0,0.0,88.0,334.0,535.4000000000002,730,0.0,0.0,0.0,9.0,138.0,441.0,730
c88342_max_min_dd,numerical,254,Date_Difference,88342,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; INITIAL SINGLE ANTIBODY STAIN PROCEDURE",254,6328,64555,0.9107261261515456,527,15,512.0,0.028462998102466795,0.0027248225238783283,0.007434786902360227,0.004829362524146813,0.007554185048025141,12.398072060682681,14.4321608040201,12.332028063305595,0.16939188048233228,-0.00491,0.00491,0.69598,0.8531909163987138,0.8943507982336957,0.0,0.0,0.0,0.0,0.0,0.0,704,0.0,0.0,0.0,0.0,0.0,0.0,726
c88344_claim_cnt,numerical,6,,88342,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; INITIAL SINGLE ANTIBODY STAIN PROCEDURE",6,70883,0,0.0,1057,16,1041.0,0.015137180700094609,0.010207872620716393,0.014911897069819281,0.0051513200257566,0.01535919264647299,0.018960822764273518,0.006117192530585964,0.01954940466529944,0.7084192654351898,-0.01725,0.01725,0.0,0.0,0.3319486801650144,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,7
c88344_flag,numerical,2,,88342,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; INITIAL SINGLE ANTIBODY STAIN PROCEDURE",2,70883,0,0.0,1057,16,1041.0,0.015137180700094609,0.010207872620716393,0.014911897069819281,0.0051513200257566,0.01535919264647299,0.014911897069819281,0.0051513200257566,0.01535919264647299,0.6845455392376916,-0.017240000000000002,0.017240000000000002,0.0,0.0,0.3319486801650144,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c88344_index_max_dd,numerical,345,Date_Difference,88344,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH MULTIPLEX ANTIBODY STAIN PROCEDURE",345,1057,69826,0.9850881029301808,919,14,905.0,0.015233949945593038,0.008845207220554291,0.012965026875273336,0.004507405022537025,0.013352612243091314,125.25827814569536,162.0625,124.6926032660903,0.2983427306133216,0.0098,0.0098,0.75029,0.8796967580727831,1.0519337016574586,0.0,4.5,23.75,36.5,307.75,419.5,527,0.0,0.0,20.0,56.0,157.0,372.0,723
c88344_index_min_dd,numerical,354,Date_Difference,88344,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH MULTIPLEX ANTIBODY STAIN PROCEDURE",354,1057,69826,0.9850881029301808,931,14,917.0,0.015037593984962403,0.009022258432617378,0.013134319935668637,0.004507405022537025,0.013529663455154405,131.92242194891202,162.0625,131.4591738712776,0.2319797171444727,0.00521,0.00521,0.86564,0.9307410105757932,0.9465648854961832,0.0,4.5,23.75,36.5,307.75,419.5,527,0.0,0.0,21.0,57.0,178.0,405.0,723
c88344_max_min_dd,numerical,41,Date_Difference,88344,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH MULTIPLEX ANTIBODY STAIN PROCEDURE",41,1057,69826,0.9850881029301808,52,0,52.0,0.0,0.0007672219189400534,0.0007336032617129637,0.0,0.0007672219189400534,6.664143803216652,0.0,6.7665706051873205,1.0153698366954849,-0.028189999999999996,0.028189999999999996,0.35991,0.5968061797752809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,617
c90471_claim_cnt,numerical,16,,88344,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH MULTIPLEX ANTIBODY STAIN PROCEDURE",16,70883,0,0.0,6262,215,6047.0,0.03433407856914724,0.019998193766020744,0.08834276201628034,0.06922086284610432,0.08921905661212506,0.12146777083362725,0.09368963296844816,0.12274075276273662,0.2391673082901915,-0.01439,0.01439,0.00013000000000000002,0.001233921161825726,0.7591833531376523,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,27
c90471_flag,numerical,2,,88344,"IMMUNOHISTOCHEMISTRY OR IMMUNOCYTOCHEMISTRY, PER SPECIMEN; EACH MULTIPLEX ANTIBODY STAIN PROCEDURE",2,70883,0,0.0,6262,215,6047.0,0.03433407856914724,0.019998193766020744,0.08834276201628034,0.06922086284610432,0.08921905661212506,0.08834276201628034,0.06922086284610432,0.08921905661212506,0.2263704836660569,-0.014419999999999999,0.014419999999999999,0.00011999999999999999,0.0011509433962264152,0.7591833531376523,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
c90471_index_max_dd,numerical,731,Date_Difference,90471,"IMMUNIZATION ADMINISTRATION (INCLUDES PERCUTANEOUS, INTRADERMAL, SUBCUTANEOUS, OR INTRAMUSCULAR INJECTIONS); 1 VACCINE (SINGLE OR COMBINATION VACCINE/TOXOID)",731,6262,64621,0.9116572379837196,6174,214,5960.0,0.034661483641075484,0.01903652998017313,0.08710127957338147,0.06889890534449453,0.08793543532466766,300.4222293197062,317.9395348837209,299.7994046634695,0.06038211706679963,0.01569,0.01569,0.2144,0.4334423331860362,3.1238255033557047,0.0,52.80000000000001,124.5,283.0,507.0,620.1999999999998,730,0.0,41.0,120.0,261.0,474.0,619.0,730
c90471_index_min_dd,numerical,731,Date_Difference,90471,"IMMUNIZATION ADMINISTRATION (INCLUDES PERCUTANEOUS, INTRADERMAL, SUBCUTANEOUS, OR INTRAMUSCULAR INJECTIONS); 1 VACCINE (SINGLE OR COMBINATION VACCINE/TOXOID)",731,6262,64621,0.9116572379837196,6200,214,5986.0,0.034516129032258064,0.01942014093964316,0.08746808120423796,0.06889890534449453,0.08831904628413767,375.95512615777693,391.1581395348837,375.4145857449975,0.04187615141940936,0.013319999999999999,0.013319999999999999,0.29201,0.5259628937007874,2.180755095222185,0.0,86.4,220.0,412.0,577.0,658.0,730,0.0,68.0,181.0,399.0,557.0,658.0,730
c90471_max_min_dd,numerical,514,Date_Difference,90471,"IMMUNIZATION ADMINISTRATION (INCLUDES PERCUTANEOUS, INTRADERMAL, SUBCUTANEOUS, OR INTRAMUSCULAR INJECTIONS); 1 VACCINE (SINGLE OR COMBINATION VACCINE/TOXOID)",514,6262,64621,0.9116572379837196,1520,53,1467.0,0.034868421052631576,0.004580763089393921,0.021443787650071246,0.017063747585318742,0.02164451067471266,75.53289683807091,73.21860465116279,75.61518108152805,0.031728909265893473,0.0011,0.0011,0.9307,0.9636480500450856,1.021400860073889,0.0,0.0,0.0,0.0,0.0,364.6,642,0.0,0.0,0.0,0.0,0.0,364.0,730
c90656_claim_cnt,numerical,5,,90471,"IMMUNIZATION ADMINISTRATION (INCLUDES PERCUTANEOUS, INTRADERMAL, SUBCUTANEOUS, OR INTRAMUSCULAR INJECTIONS); 1 VACCINE (SINGLE OR COMBINATION VACCINE/TOXOID)",5,70883,0,0.0,1243,53,1190.0,0.042638777152051485,0.0004938309442709468,0.017535939505946417,0.017063747585318742,0.017557578529589685,0.020907692958819463,0.01963940759819704,0.020965814361804152,0.06344108679133809,-0.00079,0.00079,0.8335,0.9133562874251498,0.9713853572873632,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,4
c90656_flag,numerical,2,,90471,"IMMUNIZATION ADMINISTRATION (INCLUDES PERCUTANEOUS, INTRADERMAL, SUBCUTANEOUS, OR INTRAMUSCULAR INJECTIONS); 1 VACCINE (SINGLE OR COMBINATION VACCINE/TOXOID)",2,70883,0,0.0,1243,53,1190.0,0.042638777152051485,0.0004938309442709468,0.017535939505946417,0.017063747585318742,0.017557578529589685,0.017535939505946417,0.017063747585318742,0.017557578529589685,0.02816107708990952,-0.0007700000000000001,0.0007700000000000001,0.83755,0.914759842519685,0.9713853572873632,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
