Variable,Type,NumUniqueValues,Code,Description,Class,Variable_Type,Positive Above 0,Negative Above 0,Positive Mean above 0,Negative Mean above 0
c84460_index_min_dd,numerical,691,84460,TRANSFERASE; ALANINE AMINO (ALT) (SGPT),CPT,Date_Difference,91,2093,405.010989010989,356.7396082178691
c84460_max_min_dd,numerical,437,84460,TRANSFERASE; ALANINE AMINO (ALT) (SGPT),CPT,Date_Difference,36,787,305.6666666666667,299.7496823379924
c84484_claim_cnt,numerical,19,84484,"TROPONIN, QUANTITATIVE",CPT,NA,167,5742,1.5089820359281436,1.5982236154649947
c84484_index_max_dd,numerical,722,84484,"TROPONIN, QUANTITATIVE",CPT,Date_Difference,149,4926,215.6510067114094,227.53999187982134
c84484_index_min_dd,numerical,730,84484,"TROPONIN, QUANTITATIVE",CPT,Date_Difference,151,5149,261.66887417218544,280.23053020003886
c84484_max_min_dd,numerical,551,84484,"TROPONIN, QUANTITATIVE",CPT,Date_Difference,51,1931,144.7058823529412,166.77628171931642
c84520_claim_cnt,numerical,26,84520,UREA NITROGEN; QUANTITATIVE,CPT,NA,183,4492,1.6010928961748634,1.6404719501335707
c84520_index_max_dd,numerical,685,84520,UREA NITROGEN; QUANTITATIVE,CPT,Date_Difference,158,3928,219.37974683544303,188.73243380855396
c84520_index_min_dd,numerical,707,84520,UREA NITROGEN; QUANTITATIVE,CPT,Date_Difference,167,4077,286.8862275449102,244.80206033848418
c84520_max_min_dd,numerical,499,84520,UREA NITROGEN; QUANTITATIVE,CPT,Date_Difference,46,1055,288,243.33364928909953
c84550_claim_cnt,numerical,25,84550,URIC ACID; BLOOD,CPT,NA,153,3521,2,1.8520306731042318
c84550_index_max_dd,numerical,688,84550,URIC ACID; BLOOD,CPT,Date_Difference,127,3166,218.00787401574803,244.68193303853442
c84550_index_min_dd,numerical,720,84550,URIC ACID; BLOOD,CPT,Date_Difference,136,3255,319.80882352941177,347.0731182795699
c84550_max_min_dd,numerical,560,84550,URIC ACID; BLOOD,CPT,Date_Difference,54,1160,292.72222222222223,306.08620689655174
c85007_claim_cnt,numerical,17,85007,"BLOOD COUNT; BLOOD SMEAR, MICROSCOPIC EXAMINATION WITH MANUAL DIFFERENTIAL WBC COUNT",CPT,NA,54,1192,1.4814814814814814,1.532718120805369
c85007_index_max_dd,numerical,417,85007,"BLOOD COUNT; BLOOD SMEAR, MICROSCOPIC EXAMINATION WITH MANUAL DIFFERENTIAL WBC COUNT",CPT,Date_Difference,39,901,202.2051282051282,190.24639289678134
c85007_index_min_dd,numerical,449,85007,"BLOOD COUNT; BLOOD SMEAR, MICROSCOPIC EXAMINATION WITH MANUAL DIFFERENTIAL WBC COUNT",CPT,Date_Difference,41,939,250.1219512195122,219.2364217252396
c85007_max_min_dd,numerical,147,85007,"BLOOD COUNT; BLOOD SMEAR, MICROSCOPIC EXAMINATION WITH MANUAL DIFFERENTIAL WBC COUNT",CPT,Date_Difference,12,219,197.41666666666666,157.31050228310502
c85014_claim_cnt,numerical,24,85014,BLOOD COUNT; HEMATOCRIT (HCT),CPT,NA,47,1291,2.4893617021276597,1.822618125484121
c85014_index_max_dd,numerical,521,85014,BLOOD COUNT; HEMATOCRIT (HCT),CPT,Date_Difference,41,1147,229.14634146341464,235.90322580645162
c85014_index_min_dd,numerical,550,85014,BLOOD COUNT; HEMATOCRIT (HCT),CPT,Date_Difference,46,1177,293.17391304347825,282.7994902293968
c85014_max_min_dd,numerical,207,85014,BLOOD COUNT; HEMATOCRIT (HCT),CPT,Date_Difference,16,321,255.6875,194
c85018_claim_cnt,numerical,28,85018,BLOOD COUNT; HEMOGLOBIN (HGB),CPT,NA,70,1469,2.157142857142857,2.1041524846834583
c85018_index_max_dd,numerical,541,85018,BLOOD COUNT; HEMOGLOBIN (HGB),CPT,Date_Difference,64,1312,222.46875,234.89786585365854
c85018_index_min_dd,numerical,587,85018,BLOOD COUNT; HEMOGLOBIN (HGB),CPT,Date_Difference,68,1339,289.02941176470586,294.2658700522778
c85018_max_min_dd,numerical,259,85018,BLOOD COUNT; HEMOGLOBIN (HGB),CPT,Date_Difference,23,421,235.47826086956522,203.88598574821853
c85025_claim_cnt,numerical,53,85025,"BLOOD COUNT; COMPLETE (CBC), AUTOMATED (HGB, HCT, RBC, WBC AND PLATELET COUNT) AND AUTOMATED DIFFERENTIAL WBC COUNT",CPT,NA,1516,31537,3.3812664907651717,2.8727843485429814
c85025_index_max_dd,numerical,732,85025,"BLOOD COUNT; COMPLETE (CBC), AUTOMATED (HGB, HCT, RBC, WBC AND PLATELET COUNT) AND AUTOMATED DIFFERENTIAL WBC COUNT",CPT,Date_Difference,1024,22923,132.263671875,147.75020721546045
c85025_index_min_dd,numerical,732,85025,"BLOOD COUNT; COMPLETE (CBC), AUTOMATED (HGB, HCT, RBC, WBC AND PLATELET COUNT) AND AUTOMATED DIFFERENTIAL WBC COUNT",CPT,Date_Difference,1290,27597,330.5953488372093,322.2209660470341
c85025_max_min_dd,numerical,732,85025,"BLOOD COUNT; COMPLETE (CBC), AUTOMATED (HGB, HCT, RBC, WBC AND PLATELET COUNT) AND AUTOMATED DIFFERENTIAL WBC COUNT",CPT,Date_Difference,897,17376,324.44816053511704,316.84242633517493
c85027_claim_cnt,numerical,28,85027,"BLOOD COUNT; COMPLETE (CBC), AUTOMATED (HGB, HCT, RBC, WBC AND PLATELET COUNT)",CPT,NA,302,8283,1.7450331125827814,1.732343353857298
c85027_index_max_dd,numerical,728,85027,"BLOOD COUNT; COMPLETE (CBC), AUTOMATED (HGB, HCT, RBC, WBC AND PLATELET COUNT)",CPT,Date_Difference,255,7221,231.70980392156864,205.87882564741724
c85027_index_min_dd,numerical,732,85027,"BLOOD COUNT; COMPLETE (CBC), AUTOMATED (HGB, HCT, RBC, WBC AND PLATELET COUNT)",CPT,Date_Difference,268,7507,318.80223880597015,281.62554948714535
c85027_max_min_dd,numerical,653,85027,"BLOOD COUNT; COMPLETE (CBC), AUTOMATED (HGB, HCT, RBC, WBC AND PLATELET COUNT)",CPT,Date_Difference,98,2671,268.90816326530614,234.93523025084238
c85610_claim_cnt,numerical,75,85610,PROTHROMBIN TIME;,CPT,NA,427,11603,5.370023419203747,4.021977074894424
c85610_index_max_dd,numerical,728,85610,PROTHROMBIN TIME;,CPT,Date_Difference,354,9424,186.76553672316385,178.26570458404075
c85610_index_min_dd,numerical,732,85610,PROTHROMBIN TIME;,CPT,Date_Difference,376,10115,323.1675531914894,291.94117647058823
c85610_max_min_dd,numerical,725,85610,PROTHROMBIN TIME;,CPT,Date_Difference,182,4330,304.3736263736264,293.9974595842956
c85651_claim_cnt,numerical,16,85651,"SEDIMENTATION RATE, ERYTHROCYTE; NON-AUTOMATED",CPT,NA,60,1514,1.8833333333333333,1.5158520475561428
c85651_index_max_dd,numerical,577,85651,"SEDIMENTATION RATE, ERYTHROCYTE; NON-AUTOMATED",CPT,Date_Difference,58,1435,272.32758620689657,247.89965156794426
c85651_index_min_dd,numerical,595,85651,"SEDIMENTATION RATE, ERYTHROCYTE; NON-AUTOMATED",CPT,Date_Difference,58,1445,327.44827586206895,301.8899653979239
c85651_max_min_dd,numerical,242,85651,"SEDIMENTATION RATE, ERYTHROCYTE; NON-AUTOMATED",CPT,Date_Difference,12,323,266.4166666666667,249.21052631578948
c85652_claim_cnt,numerical,20,85652,"SEDIMENTATION RATE, ERYTHROCYTE; AUTOMATED",CPT,NA,69,1834,1.5507246376811594,1.5806979280261724
c85652_index_max_dd,numerical,601,85652,"SEDIMENTATION RATE, ERYTHROCYTE; AUTOMATED",CPT,Date_Difference,64,1721,222.390625,236.77687391051714
c85652_index_min_dd,numerical,627,85652,"SEDIMENTATION RATE, ERYTHROCYTE; AUTOMATED",CPT,Date_Difference,64,1737,281.359375,285.1968911917098
c85652_max_min_dd,numerical,273,85652,"SEDIMENTATION RATE, ERYTHROCYTE; AUTOMATED",CPT,Date_Difference,13,383,290.3076923076923,229.48825065274153
c85730_claim_cnt,numerical,20,85730,"THROMBOPLASTIN TIME, PARTIAL (PTT); PLASMA OR WHOLE BLOOD",CPT,NA,240,7658,1.4333333333333333,1.5002611647949857
c85730_index_max_dd,numerical,726,85730,"THROMBOPLASTIN TIME, PARTIAL (PTT); PLASMA OR WHOLE BLOOD",CPT,Date_Difference,202,6315,235.76732673267327,191.7236737925574
c85730_index_min_dd,numerical,730,85730,"THROMBOPLASTIN TIME, PARTIAL (PTT); PLASMA OR WHOLE BLOOD",CPT,Date_Difference,209,6566,266.6650717703349,236.43999390801096
c85730_max_min_dd,numerical,563,85730,"THROMBOPLASTIN TIME, PARTIAL (PTT); PLASMA OR WHOLE BLOOD",CPT,Date_Difference,50,1631,162.16,209.5217657878602
c86140_claim_cnt,numerical,19,86140,C-REACTIVE PROTEIN;,CPT,NA,67,1903,1.6417910447761195,1.6841828691539673
c86140_index_max_dd,numerical,600,86140,C-REACTIVE PROTEIN;,CPT,Date_Difference,62,1767,282.8225806451613,226.04470854555746
c86140_index_min_dd,numerical,639,86140,C-REACTIVE PROTEIN;,CPT,Date_Difference,62,1786,345.66129032258067,282.70940649496083
c86140_max_min_dd,numerical,300,86140,C-REACTIVE PROTEIN;,CPT,Date_Difference,14,480,278.2857142857143,219.7875
c86803_claim_cnt,numerical,8,86803,HEPATITIS C ANTIBODY;,CPT,NA,18,1053,1.0555555555555556,1.2317188983855651
c86803_index_max_dd,numerical,476,86803,HEPATITIS C ANTIBODY;,CPT,Date_Difference,18,1002,308.27777777777777,235.58582834331338
c86803_index_min_dd,numerical,492,86803,HEPATITIS C ANTIBODY;,CPT,Date_Difference,18,1006,330.44444444444446,262.3419483101392
c86803_max_min_dd,numerical,89,86803,HEPATITIS C ANTIBODY;,CPT,Date_Difference,1,102,399,273.12745098039215
c86850_claim_cnt,numerical,11,86850,"ANTIBODY SCREEN, RBC, EACH SERUM TECHNIQUE",CPT,NA,69,3091,1.5507246376811594,1.2979618246522162
c86850_index_max_dd,numerical,601,86850,"ANTIBODY SCREEN, RBC, EACH SERUM TECHNIQUE",CPT,Date_Difference,64,2690,242.984375,150.6736059479554
c86850_index_min_dd,numerical,615,86850,"ANTIBODY SCREEN, RBC, EACH SERUM TECHNIQUE",CPT,Date_Difference,64,2739,271.609375,165.84118291347207
c86850_max_min_dd,numerical,207,86850,"ANTIBODY SCREEN, RBC, EACH SERUM TECHNIQUE",CPT,Date_Difference,18,344,101.77777777777777,142.2296511627907
c86900_claim_cnt,numerical,11,86900,"BLOOD TYPING, SEROLOGIC; ABO",CPT,NA,76,3212,1.5657894736842106,1.3169364881693648
c86900_index_max_dd,numerical,615,86900,"BLOOD TYPING, SEROLOGIC; ABO",CPT,Date_Difference,71,2797,239.54929577464787,155.00536288880943
c86900_index_min_dd,numerical,631,86900,"BLOOD TYPING, SEROLOGIC; ABO",CPT,Date_Difference,71,2858,270.61971830985914,170.2932120363891
c86900_max_min_dd,numerical,217,86900,"BLOOD TYPING, SEROLOGIC; ABO",CPT,Date_Difference,19,400,116.10526315789474,132.87
c86901_claim_cnt,numerical,11,86901,"BLOOD TYPING, SEROLOGIC; RH (D)",CPT,NA,72,3279,1.5694444444444444,1.3068008539188778
c86901_index_max_dd,numerical,613,86901,"BLOOD TYPING, SEROLOGIC; RH (D)",CPT,Date_Difference,67,2846,234.044776119403,150.71257905832746
c86901_index_min_dd,numerical,626,86901,"BLOOD TYPING, SEROLOGIC; RH (D)",CPT,Date_Difference,67,2907,266.95522388059703,165.19401444788443
c86901_max_min_dd,numerical,212,86901,"BLOOD TYPING, SEROLOGIC; RH (D)",CPT,Date_Difference,19,396,116.05263157894737,129.52272727272728
c87040_claim_cnt,numerical,10,87040,"CULTURE, BACTERIAL; BLOOD, AEROBIC, WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF ISOLATES (INCLUDES ANAEROBIC CULTURE, IF APPROPRIATE)",CPT,NA,47,1571,1.1914893617021276,1.3341820496499046
c87040_index_max_dd,numerical,533,87040,"CULTURE, BACTERIAL; BLOOD, AEROBIC, WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF ISOLATES (INCLUDES ANAEROBIC CULTURE, IF APPROPRIATE)",CPT,Date_Difference,42,1281,279.45238095238096,221.512099921936
c87040_index_min_dd,numerical,561,87040,"CULTURE, BACTERIAL; BLOOD, AEROBIC, WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF ISOLATES (INCLUDES ANAEROBIC CULTURE, IF APPROPRIATE)",CPT,Date_Difference,43,1315,284.51162790697674,242.7102661596958
c87040_max_min_dd,numerical,143,87040,"CULTURE, BACTERIAL; BLOOD, AEROBIC, WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF ISOLATES (INCLUDES ANAEROBIC CULTURE, IF APPROPRIATE)",CPT,Date_Difference,4,215,124.25,164.68372093023257
c87070_claim_cnt,numerical,9,87070,"CULTURE, BACTERIAL; ANY OTHER SOURCE EXCEPT URINE, BLOOD OR STOOL, AEROBIC, WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF ISOLATES",CPT,NA,44,1410,1.3181818181818181,1.3801418439716313
c87070_index_max_dd,numerical,550,87070,"CULTURE, BACTERIAL; ANY OTHER SOURCE EXCEPT URINE, BLOOD OR STOOL, AEROBIC, WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF ISOLATES",CPT,Date_Difference,41,1271,295.5609756097561,250.147128245476
c87070_index_min_dd,numerical,587,87070,"CULTURE, BACTERIAL; ANY OTHER SOURCE EXCEPT URINE, BLOOD OR STOOL, AEROBIC, WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF ISOLATES",CPT,Date_Difference,42,1287,305.4761904761905,278.4055944055944
c87070_max_min_dd,numerical,166,87070,"CULTURE, BACTERIAL; ANY OTHER SOURCE EXCEPT URINE, BLOOD OR STOOL, AEROBIC, WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF ISOLATES",CPT,Date_Difference,5,222,142.4,181.85135135135135
c87077_claim_cnt,numerical,15,87077,"CULTURE, BACTERIAL; AEROBIC ISOLATE, ADDITIONAL METHODS REQUIRED FOR DEFINITIVE IDENTIFICATION, EACH ISOLATE",CPT,NA,109,2506,1.6697247706422018,1.5638467677573822
c87077_index_max_dd,numerical,628,87077,"CULTURE, BACTERIAL; AEROBIC ISOLATE, ADDITIONAL METHODS REQUIRED FOR DEFINITIVE IDENTIFICATION, EACH ISOLATE",CPT,Date_Difference,103,2373,247.16504854368932,206.71934260429836
c87077_index_min_dd,numerical,668,87077,"CULTURE, BACTERIAL; AEROBIC ISOLATE, ADDITIONAL METHODS REQUIRED FOR DEFINITIVE IDENTIFICATION, EACH ISOLATE",CPT,Date_Difference,105,2401,296.42857142857144,251.07538525614328
c87077_max_min_dd,numerical,337,87077,"CULTURE, BACTERIAL; AEROBIC ISOLATE, ADDITIONAL METHODS REQUIRED FOR DEFINITIVE IDENTIFICATION, EACH ISOLATE",CPT,Date_Difference,35,607,161.9142857142857,184.98682042833607
c87086_claim_cnt,numerical,26,87086,"CULTURE, BACTERIAL; QUANTITATIVE COLONY COUNT, URINE",CPT,NA,299,7701,2.190635451505017,1.8823529411764706
c87086_index_max_dd,numerical,723,87086,"CULTURE, BACTERIAL; QUANTITATIVE COLONY COUNT, URINE",CPT,Date_Difference,279,7189,226.40860215053763,180.6383363471971
c87086_index_min_dd,numerical,730,87086,"CULTURE, BACTERIAL; QUANTITATIVE COLONY COUNT, URINE",CPT,Date_Difference,290,7380,298.7068965517241,248.9188346883469
c87086_max_min_dd,numerical,625,87086,"CULTURE, BACTERIAL; QUANTITATIVE COLONY COUNT, URINE",CPT,Date_Difference,115,2683,203.97391304347826,200.67536339918001
c87088_claim_cnt,numerical,18,87088,"CULTURE, BACTERIAL; WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF EACH ISOLATE, URINE",CPT,NA,101,2599,1.702970297029703,1.6579453636013852
c87088_index_max_dd,numerical,631,87088,"CULTURE, BACTERIAL; WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF EACH ISOLATE, URINE",CPT,Date_Difference,96,2445,248.48958333333334,195.43312883435584
c87088_index_min_dd,numerical,668,87088,"CULTURE, BACTERIAL; WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF EACH ISOLATE, URINE",CPT,Date_Difference,96,2487,286.8854166666667,244.9911540008042
c87088_max_min_dd,numerical,362,87088,"CULTURE, BACTERIAL; WITH ISOLATION AND PRESUMPTIVE IDENTIFICATION OF EACH ISOLATE, URINE",CPT,Date_Difference,31,749,118.90322580645162,175.51268357810414
c87186_claim_cnt,numerical,17,87186,"SUSCEPTIBILITY STUDIES, ANTIMICROBIAL AGENT; MICRODILUTION OR AGAR DILUTION (MINIMUM INHIBITORY CONCENTRATION [MIC] OR BREAKPOINT), EACH MULTI-ANTIMICROBIAL, PER PLATE",CPT,NA,132,2966,1.803030303030303,1.6614969656102494
c87186_index_max_dd,numerical,659,87186,"SUSCEPTIBILITY STUDIES, ANTIMICROBIAL AGENT; MICRODILUTION OR AGAR DILUTION (MINIMUM INHIBITORY CONCENTRATION [MIC] OR BREAKPOINT), EACH MULTI-ANTIMICROBIAL, PER PLATE",CPT,Date_Difference,125,2802,237.64,205.02141327623127
c87186_index_min_dd,numerical,698,87186,"SUSCEPTIBILITY STUDIES, ANTIMICROBIAL AGENT; MICRODILUTION OR AGAR DILUTION (MINIMUM INHIBITORY CONCENTRATION [MIC] OR BREAKPOINT), EACH MULTI-ANTIMICROBIAL, PER PLATE",CPT,Date_Difference,128,2851,287.65625,258.10452472816553
c87186_max_min_dd,numerical,400,87186,"SUSCEPTIBILITY STUDIES, ANTIMICROBIAL AGENT; MICRODILUTION OR AGAR DILUTION (MINIMUM INHIBITORY CONCENTRATION [MIC] OR BREAKPOINT), EACH MULTI-ANTIMICROBIAL, PER PLATE",CPT,Date_Difference,45,847,158.11111111111111,190.5383707201889
c87205_claim_cnt,numerical,11,87205,"SMEAR, PRIMARY SOURCE WITH INTERPRETATION; GRAM OR GIEMSA STAIN FOR BACTERIA, FUNGI, OR CELL TYPES",CPT,NA,36,1041,1.2222222222222223,1.4092219020172911
c87205_index_max_dd,numerical,480,87205,"SMEAR, PRIMARY SOURCE WITH INTERPRETATION; GRAM OR GIEMSA STAIN FOR BACTERIA, FUNGI, OR CELL TYPES",CPT,Date_Difference,34,913,322.05882352941177,236.17743702081052
c87205_index_min_dd,numerical,504,87205,"SMEAR, PRIMARY SOURCE WITH INTERPRETATION; GRAM OR GIEMSA STAIN FOR BACTERIA, FUNGI, OR CELL TYPES",CPT,Date_Difference,34,924,327.97058823529414,261.95887445887445
c87205_max_min_dd,numerical,126,87205,"SMEAR, PRIMARY SOURCE WITH INTERPRETATION; GRAM OR GIEMSA STAIN FOR BACTERIA, FUNGI, OR CELL TYPES",CPT,Date_Difference,3,165,67,160.12121212121212
c88112_claim_cnt,numerical,15,88112,"CYTOPATHOLOGY, SELECTIVE CELLULAR ENHANCEMENT TECHNIQUE WITH INTERPRETATION (EG, LIQUID BASED SLIDE PREPARATION METHOD), EXCEPT CERVICAL OR VAGINAL",CPT,NA,93,2121,1.7956989247311828,1.5068363979255068
c88112_index_max_dd,numerical,616,88112,"CYTOPATHOLOGY, SELECTIVE CELLULAR ENHANCEMENT TECHNIQUE WITH INTERPRETATION (EG, LIQUID BASED SLIDE PREPARATION METHOD), EXCEPT CERVICAL OR VAGINAL",CPT,Date_Difference,90,1841,276.8777777777778,242.39163498098858
c88112_index_min_dd,numerical,644,88112,"CYTOPATHOLOGY, SELECTIVE CELLULAR ENHANCEMENT TECHNIQUE WITH INTERPRETATION (EG, LIQUID BASED SLIDE PREPARATION METHOD), EXCEPT CERVICAL OR VAGINAL",CPT,Date_Difference,91,1879,333.8791208791209,276.63225119744544
c88112_max_min_dd,numerical,229,88112,"CYTOPATHOLOGY, SELECTIVE CELLULAR ENHANCEMENT TECHNIQUE WITH INTERPRETATION (EG, LIQUID BASED SLIDE PREPARATION METHOD), EXCEPT CERVICAL OR VAGINAL",CPT,Date_Difference,26,417,210.15384615384616,176.37649880095924
c88173_claim_cnt,numerical,6,88173,"CYTOPATHOLOGY, EVALUATION OF FINE NEEDLE ASPIRATE; INTERPRETATION AND REPORT",CPT,NA,28,1290,1.2142857142857142,1.3790697674418604
c88173_index_max_dd,numerical,220,88173,"CYTOPATHOLOGY, EVALUATION OF FINE NEEDLE ASPIRATE; INTERPRETATION AND REPORT",CPT,Date_Difference,13,439,286.7692307692308,155.96127562642369
c88173_index_min_dd,numerical,226,88173,"CYTOPATHOLOGY, EVALUATION OF FINE NEEDLE ASPIRATE; INTERPRETATION AND REPORT",CPT,Date_Difference,13,466,286.7692307692308,157.25321888412017
c88173_max_min_dd,numerical,42,88173,"CYTOPATHOLOGY, EVALUATION OF FINE NEEDLE ASPIRATE; INTERPRETATION AND REPORT",CPT,Date_Difference,0,60,NaN,80.21666666666667
c88304_claim_cnt,numerical,7,88304,"LEVEL III - SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION ABORTION, INDUCED ABSCESS ANEURYSM - ARTERIAL/VENTRICULAR ANUS, TAG APPENDIX, OTHER THAN INCIDENTAL ARTERY, ATHEROMATOUS PLAQUE BARTHOLIN'S GLAND CYST BONE FRAGMENT(S), OTHER THAN PATHOLOGIC FRACTURE BURSA/SYNOVIAL CYST CARPAL TUNNEL TISSUE CARTILAGE, SHAVINGS CHOLESTEATOMA COLON, COLOSTOMY STOMA CONJUNCTIVA - BIOPSY/PTERYGIUM CORNEA DIVERTICULUM - ESOPHAGUS/SMALL INTESTINE DUPUYTREN'S CONTRACTURE TISSUE FEMORAL HEAD, OTHER THAN FRACTURE FISSURE/FISTULA FORESKIN, OTHER THAN NEWBORN GALLBLADDER GANGLION CYST HEMATOMA HEMORRHOIDS HYDATID OF MORGAGNI INTERVERTEBRAL DISC JOINT, LOOSE BODY MENISCUS MUCOCELE, SALIVARY NEUROMA - MORTON'S/TRAUMATIC PILONIDAL CYST/SINUS POLYPS, INFLAMMATORY - NASAL/SINUSOIDAL SKIN - CYST/TAG/DEBRIDEMENT SOFT TISSUE, DEBRIDEMENT SOFT TISSUE, LIPOMA SPERMATOCELE TENDON/TENDON SHEATH TESTICULAR APPENDAGE THROMBUS OR EMBOLUS TONSIL AND/OR ADENOIDS VARICOCELE VAS DEFERENS, OTHER THAN STERILIZATION VEIN, VARICOSITY",CPT,NA,45,1506,1.2222222222222223,1.245019920318725
c88304_index_max_dd,numerical,589,88304,"LEVEL III - SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION ABORTION, INDUCED ABSCESS ANEURYSM - ARTERIAL/VENTRICULAR ANUS, TAG APPENDIX, OTHER THAN INCIDENTAL ARTERY, ATHEROMATOUS PLAQUE BARTHOLIN'S GLAND CYST BONE FRAGMENT(S), OTHER THAN PATHOLOGIC FRACTURE BURSA/SYNOVIAL CYST CARPAL TUNNEL TISSUE CARTILAGE, SHAVINGS CHOLESTEATOMA COLON, COLOSTOMY STOMA CONJUNCTIVA - BIOPSY/PTERYGIUM CORNEA DIVERTICULUM - ESOPHAGUS/SMALL INTESTINE DUPUYTREN'S CONTRACTURE TISSUE FEMORAL HEAD, OTHER THAN FRACTURE FISSURE/FISTULA FORESKIN, OTHER THAN NEWBORN GALLBLADDER GANGLION CYST HEMATOMA HEMORRHOIDS HYDATID OF MORGAGNI INTERVERTEBRAL DISC JOINT, LOOSE BODY MENISCUS MUCOCELE, SALIVARY NEUROMA - MORTON'S/TRAUMATIC PILONIDAL CYST/SINUS POLYPS, INFLAMMATORY - NASAL/SINUSOIDAL SKIN - CYST/TAG/DEBRIDEMENT SOFT TISSUE, DEBRIDEMENT SOFT TISSUE, LIPOMA SPERMATOCELE TENDON/TENDON SHEATH TESTICULAR APPENDAGE THROMBUS OR EMBOLUS TONSIL AND/OR ADENOIDS VARICOCELE VAS DEFERENS, OTHER THAN STERILIZATION VEIN, VARICOSITY",CPT,Date_Difference,41,1214,373.5365853658537,321.2957166392092
c88304_index_min_dd,numerical,594,88304,"LEVEL III - SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION ABORTION, INDUCED ABSCESS ANEURYSM - ARTERIAL/VENTRICULAR ANUS, TAG APPENDIX, OTHER THAN INCIDENTAL ARTERY, ATHEROMATOUS PLAQUE BARTHOLIN'S GLAND CYST BONE FRAGMENT(S), OTHER THAN PATHOLOGIC FRACTURE BURSA/SYNOVIAL CYST CARPAL TUNNEL TISSUE CARTILAGE, SHAVINGS CHOLESTEATOMA COLON, COLOSTOMY STOMA CONJUNCTIVA - BIOPSY/PTERYGIUM CORNEA DIVERTICULUM - ESOPHAGUS/SMALL INTESTINE DUPUYTREN'S CONTRACTURE TISSUE FEMORAL HEAD, OTHER THAN FRACTURE FISSURE/FISTULA FORESKIN, OTHER THAN NEWBORN GALLBLADDER GANGLION CYST HEMATOMA HEMORRHOIDS HYDATID OF MORGAGNI INTERVERTEBRAL DISC JOINT, LOOSE BODY MENISCUS MUCOCELE, SALIVARY NEUROMA - MORTON'S/TRAUMATIC PILONIDAL CYST/SINUS POLYPS, INFLAMMATORY - NASAL/SINUSOIDAL SKIN - CYST/TAG/DEBRIDEMENT SOFT TISSUE, DEBRIDEMENT SOFT TISSUE, LIPOMA SPERMATOCELE TENDON/TENDON SHEATH TESTICULAR APPENDAGE THROMBUS OR EMBOLUS TONSIL AND/OR ADENOIDS VARICOCELE VAS DEFERENS, OTHER THAN STERILIZATION VEIN, VARICOSITY",CPT,Date_Difference,41,1222,373.5853658536585,330.50736497545006
